id,label,region,layer,oem_group,node_type,control_boundary,confidence,notes,source_name,source_url,source_date,evidence_note,evidence_status,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
europe_mercedes_benz_group__tier1__denso,Denso,europe,Tier-1 Hardware Suppliers,Mercedes-Benz Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_59cc17a5f2,,1,,1.0,ASSUMED
europe_mercedes_benz_group__tier1__aisin,Aisin,europe,Tier-1 Hardware Suppliers,Mercedes-Benz Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1c399c2391,,1,,1.0,ASSUMED
europe_mercedes_benz_group__battery__catl,CATL,europe,Battery & Cell Suppliers,Mercedes-Benz Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d1ffd8fa5e,,1,,1.0,ASSUMED
europe_mercedes_benz_group__battery__byd_battery,BYD Battery,europe,Battery & Cell Suppliers,Mercedes-Benz Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4724c33d97,,1,,1.0,ASSUMED
europe_mercedes_benz_group__battery__lg_energy_solution,LG Energy Solution,europe,Battery & Cell Suppliers,Mercedes-Benz Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5875520494,,1,,1.0,ASSUMED
europe_mercedes_benz_group__battery__sk_on,SK On,europe,Battery & Cell Suppliers,Mercedes-Benz Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_eca9030ab9,,1,,1.0,ASSUMED
europe_mercedes_benz_group__battery__samsung_sdi,Samsung SDI,europe,Battery & Cell Suppliers,Mercedes-Benz Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_09c1aa2947,,1,,1.0,ASSUMED
europe_mercedes_benz_group__battery__panasonic_energy,Panasonic Energy,europe,Battery & Cell Suppliers,Mercedes-Benz Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9c18aadd37,,1,,1.0,ASSUMED
europe_mercedes_benz_group__chip__nvidia,NVIDIA,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nvidia.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_27978efae7,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__qualcomm,Qualcomm,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.qualcomm.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_8e3f4ce48c,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__nxp,NXP,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nxp.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_f41ba0557b,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__renesas,Renesas,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.renesas.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_7766439e79,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__infineon,Infineon,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.infineon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_c3b40007f8,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__stmicroelectronics,STMicroelectronics,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.st.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_aa892545eb,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__texas_instruments,Texas Instruments,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.ti.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_447c856c65,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__intel,Intel,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_702a5192fb,,1,,1.0,ASSUMED
europe_mercedes_benz_group__chip__mobileye,Mobileye,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_85c4a37ed4,,1,,1.0,REFERENCED
europe_mercedes_benz_group__chip__amd,AMD,europe,Semiconductor & Compute,Mercedes-Benz Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_dd7b7549b7,,1,,1.0,ASSUMED
europe_mercedes_benz_group__telco__vodafone,Vodafone,europe,Connectivity Providers,Mercedes-Benz Group,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.vodafone.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_aa589e995f,,1,,1.0,REFERENCED
europe_mercedes_benz_group__telco__deutsche_telekom,Deutsche Telekom,europe,Connectivity Providers,Mercedes-Benz Group,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.telekom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_f559baa95b,,1,,1.0,REFERENCED
europe_mercedes_benz_group__telco__orange,Orange,europe,Connectivity Providers,Mercedes-Benz Group,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.orange.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_3361fa371e,,1,,1.0,REFERENCED
europe_mercedes_benz_group__telco__telefónica,Telefónica,europe,Connectivity Providers,Mercedes-Benz Group,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.telefonica.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_3158d0ebb7,,1,,1.0,REFERENCED
europe_mercedes_benz_group__cloudvendor__aws,AWS,europe,Cloud Infrastructure,Mercedes-Benz Group,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://aws.amazon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_20b78613f6,,1,,1.0,REFERENCED
europe_mercedes_benz_group__cloudvendor__microsoft_azure,Microsoft Azure,europe,Cloud Infrastructure,Mercedes-Benz Group,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://azure.microsoft.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_cabbd05a56,,1,,1.0,REFERENCED
europe_mercedes_benz_group__cloudvendor__google_cloud,Google Cloud,europe,Cloud Infrastructure,Mercedes-Benz Group,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_5e6a2fe60a,,1,,1.0,REFERENCED
europe_mercedes_benz_group__ins__allianz,Allianz,europe,External Insurance & Risk Ecosystem,Mercedes-Benz Group,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_340bb9293e,,1,,1.0,ASSUMED
europe_mercedes_benz_group__ins__axa,AXA,europe,External Insurance & Risk Ecosystem,Mercedes-Benz Group,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_15500eadd2,,1,,1.0,ASSUMED
europe_mercedes_benz_group__ins__zurich_insurance,Zurich Insurance,europe,External Insurance & Risk Ecosystem,Mercedes-Benz Group,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_59ed9efdee,,1,,1.0,ASSUMED
europe_mercedes_benz_group__ins__generali,Generali,europe,External Insurance & Risk Ecosystem,Mercedes-Benz Group,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ad2fc64ee5,,1,,1.0,ASSUMED
europe_mercedes_benz_group__chg__ionity,IONITY,europe,Energy & Charging,Mercedes-Benz Group,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_38d5ad6db4,,1,,1.0,ASSUMED
europe_mercedes_benz_group__chg__shell_recharge,Shell Recharge,europe,Energy & Charging,Mercedes-Benz Group,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_8e72b4f8c6,,1,,1.0,ASSUMED
europe_mercedes_benz_group__chg__bp_pulse,BP Pulse,europe,Energy & Charging,Mercedes-Benz Group,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d86ee4b331,,1,,1.0,ASSUMED
europe_mercedes_benz_group__adas__mobileye,Mobileye,europe,Semiconductor & Compute,Mercedes-Benz Group,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_361b4639da,,1,,1.0,REFERENCED
europe_mercedes_benz_group__adas__nvidia_drive,NVIDIA DRIVE,europe,Semiconductor & Compute,Mercedes-Benz Group,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_945afa1efb,,1,,1.0,ASSUMED
europe_mercedes_benz_group__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,europe,Semiconductor & Compute,Mercedes-Benz Group,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ef7e8c2780,,1,,1.0,ASSUMED
europe_mercedes_benz_group__adas__bosch_adas,Bosch ADAS,europe,Tier-1 Hardware Suppliers,Mercedes-Benz Group,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7dadaa78bd,,1,,1.0,ASSUMED
europe_mercedes_benz_group__adas__continental_adas,Continental ADAS,europe,Tier-1 Hardware Suppliers,Mercedes-Benz Group,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3e4c573e0d,,1,,1.0,ASSUMED
europe_mercedes_benz_group__adas__aptiv_adas,Aptiv ADAS,europe,Tier-1 Hardware Suppliers,Mercedes-Benz Group,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3f15e73dc3,,1,,1.0,ASSUMED
europe_mercedes_benz_group__map__here_technologies,HERE Technologies,europe,Product APIs,Mercedes-Benz Group,Mapping,external,soft,HD maps + location,Company website,https://www.here.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0aacb1b93f,,1,,1.0,REFERENCED
europe_mercedes_benz_group__map__tomtom,TomTom,europe,Product APIs,Mercedes-Benz Group,Mapping,external,soft,Maps + traffic,Company website,https://www.tomtom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_166635258f,,1,,1.0,REFERENCED
europe_mercedes_benz_group__map__google_maps_platform,Google Maps Platform,europe,Product APIs,Mercedes-Benz Group,Mapping,external,soft,Maps + routing,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e8304a64ec,,1,,1.0,ASSUMED
europe_mercedes_benz_group__dealer_vendor__sap_dealer_ops,SAP (Dealer Ops),europe,Dealer Systems,Mercedes-Benz Group,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_75b1ca1420,,1,,1.0,ASSUMED
europe_mercedes_benz_group__dealer_vendor__autoline_keyloop,Autoline (Keyloop),europe,Dealer Systems,Mercedes-Benz Group,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b7560cfbf0,,1,,1.0,ASSUMED
europe_mercedes_benz_group__dealer_vendor__pinewood_dms,Pinewood DMS,europe,Dealer Systems,Mercedes-Benz Group,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_872ee853bd,,1,,1.0,ASSUMED
europe_mercedes_benz_group__fleet__geotab,Geotab,europe,Fleet & Enterprise Integrations,Mercedes-Benz Group,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.geotab.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_1688cfa3eb,,1,,1.0,REFERENCED
europe_mercedes_benz_group__fleet__webfleet_bridgestone,Webfleet (Bridgestone),europe,Fleet & Enterprise Integrations,Mercedes-Benz Group,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_91dcd53811,,1,,1.0,ASSUMED
europe_mercedes_benz_group__fleet__samsara,Samsara,europe,Fleet & Enterprise Integrations,Mercedes-Benz Group,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.samsara.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ae2d84ccc4,,1,,1.0,REFERENCED
europe_bmw_group__holdco,BMW Group,europe,Ownership & Brand Stack,BMW Group,HOLDCO,oem,hard,OEM group parent,Company structure (general),,2026-03-02,Entity node,ASSUMED,n_6f5cae10a5,,1,,1.0,ASSUMED
europe_bmw_group__os,Vehicle OS Platform (BMW Group),europe,Vehicle OS & Middleware,BMW Group,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6c0dc2c10c,,1,,1.0,ASSUMED
europe_bmw_group__ota,OTA Update Service (BMW Group),europe,OTA & Software Update Infrastructure,BMW Group,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e1188a3e78,,1,,1.0,ASSUMED
europe_bmw_group__tcu,Telematics Gateway/TCU (BMW Group),europe,Telematics & TCU,BMW Group,Telematics,oem,medium,OEM-confirmed embedded SIM supports BMW ConnectedDrive connected services; Tier-1 telematics hardware suppliers not publicly consolidated.,BMW Group PressClub — BMW ConnectedDrive,https://www.press.bmwgroup.com/global/article/detail/T0015533EN/bmw-connecteddrive,,BMW PressClub overview states vehicles are equipped with a permanently installed SIM enabling connected services (telematics capability).,VERIFIED,n_7a7bd86c2a,,1,2026-03-03,4.0,VERIFIED
